game_format,n_players,players_stacks,__players_cards,__board_cards,me_position,me_name,me_categ,me_cards,me_hand,players_action,me_action,me_playing,_players_game_style,_players_bet_strategy
cash_game,2,"{0: 100, 1: 150}","{0: ('jpi', '3ca'), 1: ('qco', '5tr')}","('5co', 'qpi', 'tco', '4ca', '4co')",1,BB,-,"('qco', '5tr')",q5o,{0: 'call - '},,,{0: 'loose'},{0: 'agressive'}
cash_game,2,"{0: 100, 1: 50}","{0: ('4pi', '7tr'), 1: ('3ca', 'tco')}","('3co', 'qca', '6pi', '2ca', '8co')",0,SB,-,"('4pi', '7tr')",74o,{},,,{1: 'thight'},{1: 'normal'}
cash_game,4,"{0: 100, 1: 50, 2: 75, 3: 150}","{0: ('6co', '4ca'), 1: ('kca', '5ca'), 2: ('jca', '6tr'), 3: ('atr', 'aco')}","('9pi', '7ca', 'api', 'jpi', '3tr')",2,mp,middle,"('jca', '6tr')",j6o,{},,,"{0: 'thight', 1: 'limper', 3: 'limper'}","{0: 'passive', 1: 'passive', 3: 'agressive'}"
cash_game,2,"{0: 75, 1: 100}","{0: ('qca', '9co'), 1: ('tco', '8tr')}","('jco', '3ca', '3tr', '7pi', '2tr')",1,BB,-,"('tco', '8tr')",t8o,{0: 'raise - all_in'},,,{0: 'thight'},{0: 'agressive'}
cash_game,3,"{0: 75, 1: 150, 2: 75}","{0: ('qpi', 'atr'), 1: ('3ca', '4pi'), 2: ('2pi', '9pi')}","('2co', '5tr', '9co', '3tr', '2ca')",1,BB,middle,"('3ca', '4pi')",43o,"{0: 'raise - all_in', 2: 'fold - '}",,,"{0: 'limper', 2: 'thight'}","{0: 'passive', 2: 'agressive'}"
cash_game,2,"{0: 150, 1: 75}","{0: ('kco', '6ca'), 1: ('7pi', 'jca')}","('2pi', 'jco', '5tr', '8tr', '5ca')",1,BB,-,"('7pi', 'jca')",j7o,{0: 'raise - PO-5'},,,{0: 'limper'},{0: 'agressive'}
cash_game,3,"{0: 100, 1: 20, 2: 100}","{0: ('2ca', '3ca'), 1: ('9pi', '7pi'), 2: ('5tr', '7ca')}","('5ca', 'qpi', '6tr', 'tco', 'tpi')",1,BB,middle,"('9pi', '7pi')",97s,"{0: 'call - ', 2: 'call - '}",,,"{0: 'thight', 2: 'normal'}","{0: 'normal', 2: 'normal'}"
cash_game,2,"{0: 200, 1: 75}","{0: ('ttr', '5co'), 1: ('7ca', 'qtr')}","('8ca', '5ca', 'atr', '6tr', 'ktr')",0,SB,-,"('ttr', '5co')",t5o,{},,,{1: 'normal'},{1: 'normal'}
cash_game,3,"{0: 50, 1: 20, 2: 150}","{0: ('api', 'jco'), 1: ('8tr', 'jpi'), 2: ('kpi', '2ca')}","('tpi', '8co', '7tr', 'qpi', '5tr')",0,SB,early,"('api', 'jco')",ajo,{2: 'raise - PO-5'},,,"{1: 'limper', 2: 'thight'}","{1: 'normal', 2: 'passive'}"
cash_game,4,"{0: 150, 1: 150, 2: 100, 3: 50}","{0: ('2ca', '4tr'), 1: ('kco', 'tpi'), 2: ('jpi', '6tr'), 3: ('jco', '2pi')}","('7ca', '3co', 'aca', '8ca', 'qtr')",1,BB,early,"('kco', 'tpi')",kto,"{0: 'raise - PO-0.5', 2: 'raise - BB-5', 3: 'fold - '}",,,"{0: 'normal', 2: 'thight', 3: 'normal'}","{0: 'passive', 2: 'normal', 3: 'agressive'}"
cash_game,2,"{0: 50, 1: 150}","{0: ('tpi', 'ttr'), 1: ('jtr', '8pi')}","('jco', '7pi', '3tr', '3co', '2ca')",1,BB,-,"('jtr', '8pi')",j8o,{0: 'raise - PO-10'},,,{0: 'normal'},{0: 'normal'}
cash_game,3,"{0: 150, 1: 20, 2: 100}","{0: ('6pi', 'api'), 1: ('jca', 'kco'), 2: ('ttr', 'qpi')}","('jtr', '5ca', '3tr', '8ca', '9co')",1,BB,middle,"('jca', 'kco')",kjo,"{0: 'raise - PO-5', 2: 'fold - '}",,,"{0: 'thight', 2: 'thight'}","{0: 'agressive', 2: 'passive'}"
cash_game,2,"{0: 75, 1: 150}","{0: ('8ca', '9ca'), 1: ('kca', '3pi')}","('7co', '8pi', '6co', 'atr', 'kpi')",0,SB,-,"('8ca', '9ca')",98s,{},,,{1: 'loose'},{1: 'passive'}
cash_game,4,"{0: 100, 1: 200, 2: 20, 3: 50}","{0: ('9pi', '7tr'), 1: ('jca', '8co'), 2: ('kca', 'kpi'), 3: ('6ca', '5co')}","('8ca', 'jco', '4ca', '4co', 'jpi')",0,SB,blind,"('9pi', '7tr')",97o,"{2: 'call - ', 3: 'fold - '}",,,"{1: 'normal', 2: 'loose', 3: 'loose'}","{1: 'agressive', 2: 'normal', 3: 'agressive'}"
cash_game,2,"{0: 100, 1: 100}","{0: ('6co', 'kpi'), 1: ('atr', 'qca')}","('jco', 'jtr', 'kco', '3co', '2tr')",0,SB,-,"('6co', 'kpi')",k6o,{},,,{1: 'normal'},{1: 'agressive'}
cash_game,2,"{0: 100, 1: 75}","{0: ('4tr', '8ca'), 1: ('8pi', 'jco')}","('tca', '6pi', 'aca', 'tco', '5ca')",0,SB,-,"('4tr', '8ca')",84o,{},,,{1: 'thight'},{1: 'normal'}
cash_game,4,"{0: 100, 1: 75, 2: 100, 3: 100}","{0: ('aca', '8ca'), 1: ('5co', 'qtr'), 2: ('6pi', 'tpi'), 3: ('5ca', '8tr')}","('ktr', '7pi', '2ca', 'jco', '7co')",1,BB,early,"('5co', 'qtr')",q5o,"{0: 'call - ', 2: 'call - ', 3: 'raise - PO-0.3'}",,,"{0: 'normal', 2: 'limper', 3: 'thight'}","{0: 'normal', 2: 'agressive', 3: 'passive'}"
cash_game,4,"{0: 200, 1: 75, 2: 200, 3: 75}","{0: ('atr', '5tr'), 1: ('8ca', 'jtr'), 2: ('2co', '9ca'), 3: ('aco', '9tr')}","('3co', '5ca', 'qca', 'api', '8co')",1,BB,early,"('8ca', 'jtr')",j8o,"{0: 'call - ', 2: 'call - ', 3: 'call - '}",,,"{0: 'loose', 2: 'limper', 3: 'thight'}","{0: 'normal', 2: 'agressive', 3: 'passive'}"
cash_game,3,"{0: 50, 1: 200, 2: 75}","{0: ('aca', '9ca'), 1: ('jca', 'tpi'), 2: ('4ca', '5pi')}","('kpi', '8ca', 'aco', '2tr', 'qca')",2,button,late,"('4ca', '5pi')",54o,{},,,"{0: 'normal', 1: 'limper'}","{0: 'passive', 1: 'agressive'}"
cash_game,2,"{0: 150, 1: 50}","{0: ('3tr', 'qca'), 1: ('jpi', '5ca')}","('6tr', '6ca', '4ca', 'ktr', '2tr')",0,SB,-,"('3tr', 'qca')",q3o,{},,,{1: 'limper'},{1: 'normal'}
cash_game,3,"{0: 75, 1: 150, 2: 50}","{0: ('atr', '3ca'), 1: ('ktr', '5co'), 2: ('qca', 'jca')}","('ttr', 'aca', 'jtr', '7tr', 'tca')",2,button,late,"('qca', 'jca')",qjs,{},,,"{0: 'thight', 1: 'loose'}","{0: 'agressive', 1: 'normal'}"
cash_game,4,"{0: 50, 1: 100, 2: 50, 3: 100}","{0: ('kco', '4pi'), 1: ('3co', '7co'), 2: ('ttr', '4co'), 3: ('8tr', 'jco')}","('aco', '3pi', 'qco', '3tr', '7pi')",3,button,late,"('8tr', 'jco')",j8o,{2: 'raise - BB-4'},,,"{0: 'normal', 1: 'limper', 2: 'thight'}","{0: 'normal', 1: 'passive', 2: 'normal'}"
cash_game,2,"{0: 75, 1: 75}","{0: ('kca', 'jtr'), 1: ('tca', 'tpi')}","('3co', '8ca', '2pi', 'qco', '2tr')",1,BB,-,"('tca', 'tpi')",tt,{0: 'call - '},,,{0: 'limper'},{0: 'passive'}
cash_game,2,"{0: 200, 1: 100}","{0: ('3tr', 'kpi'), 1: ('aca', 'jco')}","('ktr', '2pi', '3ca', 'tca', 'tpi')",0,SB,-,"('3tr', 'kpi')",k3o,{},,,{1: 'thight'},{1: 'passive'}
cash_game,3,"{0: 50, 1: 100, 2: 75}","{0: ('2co', 'aco'), 1: ('3tr', '4tr'), 2: ('ktr', 'kca')}","('qco', '7pi', 'jco', '6ca', '3pi')",0,SB,early,"('2co', 'aco')",a2s,{2: 'raise - PO-0.3'},,,"{1: 'thight', 2: 'loose'}","{1: 'normal', 2: 'normal'}"
cash_game,2,"{0: 200, 1: 400}","{0: ('6pi', 'kpi'), 1: ('4tr', 'qpi')}","('qco', '7pi', '3co', '8co', 'tco')",0,SB,-,"('6pi', 'kpi')",k6s,{},,,{1: 'loose'},{1: 'normal'}
cash_game,2,"{0: 150, 1: 100}","{0: ('3ca', '4pi'), 1: ('2co', '4ca')}","('9pi', 'ttr', '5tr', 'kco', '6tr')",0,SB,-,"('3ca', '4pi')",43o,{},,,{1: 'thight'},{1: 'passive'}
cash_game,3,"{0: 50, 1: 200, 2: 200}","{0: ('tpi', 'qco'), 1: ('9ca', 'qtr'), 2: ('aca', '6pi')}","('2ca', 'tco', '4ca', '7ca', 'jpi')",2,button,late,"('aca', '6pi')",a6o,{},,,"{0: 'normal', 1: 'thight'}","{0: 'agressive', 1: 'normal'}"
cash_game,3,"{0: 75, 1: 100, 2: 100}","{0: ('qpi', '7co'), 1: ('9pi', '4ca'), 2: ('5co', 'aca')}","('ttr', '9ca', 'tca', '4tr', '2co')",0,SB,early,"('qpi', '7co')",q7o,{2: 'raise - PO-1'},,,"{1: 'limper', 2: 'thight'}","{1: 'normal', 2: 'agressive'}"
cash_game,2,"{0: 150, 1: 75}","{0: ('jco', 'qpi'), 1: ('4co', 'kco')}","('aco', '9ca', '7ca', 'kpi', 'tco')",1,BB,-,"('4co', 'kco')",k4s,{0: 'raise - PO-1'},,,{0: 'limper'},{0: 'normal'}
cash_game,3,"{0: 100, 1: 100, 2: 75}","{0: ('5ca', '5tr'), 1: ('9ca', '8co'), 2: ('5co', 'atr')}","('8pi', 'kca', 'tpi', '9tr', '3ca')",0,SB,early,"('5ca', '5tr')",55,{2: 'raise - BB-1'},,,"{1: 'loose', 2: 'thight'}","{1: 'agressive', 2: 'agressive'}"
cash_game,3,"{0: 75, 1: 150, 2: 50}","{0: ('9ca', '4co'), 1: ('qtr', 'ttr'), 2: ('ktr', '4ca')}","('9tr', '5co', '8tr', 'jco', '7co')",2,button,late,"('ktr', '4ca')",k4o,{},,,"{0: 'normal', 1: 'thight'}","{0: 'normal', 1: 'normal'}"
cash_game,2,"{0: 75, 1: 200}","{0: ('qtr', 'tpi'), 1: ('5ca', 'tco')}","('3co', '5tr', '9co', 'api', '7tr')",0,SB,-,"('qtr', 'tpi')",qto,{},,,{1: 'thight'},{1: 'passive'}
cash_game,3,"{0: 100, 1: 75, 2: 50}","{0: ('tpi', '7ca'), 1: ('4pi', '5ca'), 2: ('8tr', '7pi')}","('4ca', '2co', '6co', '6pi', '5pi')",2,button,late,"('8tr', '7pi')",87o,{},,,"{0: 'thight', 1: 'limper'}","{0: 'agressive', 1: 'passive'}"
cash_game,4,"{0: 150, 1: 75, 2: 100, 3: 75}","{0: ('7tr', 'aca'), 1: ('api', '5pi'), 2: ('jtr', '6tr'), 3: ('3pi', 'qtr')}","('jpi', '7co', '4co', 'jca', '6ca')",2,mp,middle,"('jtr', '6tr')",j6s,{},,,"{0: 'limper', 1: 'loose', 3: 'normal'}","{0: 'passive', 1: 'normal', 3: 'passive'}"
cash_game,4,"{0: 100, 1: 150, 2: 150, 3: 200}","{0: ('4tr', '6ca'), 1: ('6tr', 'qpi'), 2: ('2ca', 'tco'), 3: ('jco', '8tr')}","('kco', 'qco', '3ca', '2tr', 'jca')",0,SB,blind,"('4tr', '6ca')",64o,"{2: 'raise - PO-1', 3: 'call - '}",,,"{1: 'normal', 2: 'thight', 3: 'loose'}","{1: 'agressive', 2: 'normal', 3: 'agressive'}"
cash_game,4,"{0: 50, 1: 200, 2: 100, 3: 75}","{0: ('aco', 'api'), 1: ('tca', 'qca'), 2: ('7ca', 'jpi'), 3: ('2tr', '8ca')}","('7tr', '9pi', '7pi', '9co', '9ca')",1,BB,early,"('tca', 'qca')",qts,"{0: 'fold - ', 2: 'raise - PO-3', 3: 'fold - '}",,,"{0: 'limper', 2: 'loose', 3: 'loose'}","{0: 'agressive', 2: 'passive', 3: 'agressive'}"
cash_game,4,"{0: 75, 1: 50, 2: 100, 3: 150}","{0: ('3co', 'qca'), 1: ('7pi', 'tpi'), 2: ('3pi', '2co'), 3: ('kco', '8co')}","('5co', '5pi', '8ca', 'ktr', '6ca')",1,BB,early,"('7pi', 'tpi')",t7s,"{0: 'call - ', 2: 'fold - ', 3: 'fold - '}",,,"{0: 'normal', 2: 'normal', 3: 'limper'}","{0: 'passive', 2: 'normal', 3: 'agressive'}"
cash_game,4,"{0: 100, 1: 150, 2: 75, 3: 200}","{0: ('tpi', 'jco'), 1: ('5tr', '8co'), 2: ('4ca', 'qco'), 3: ('2pi', '5co')}","('3pi', '5ca', 'aco', 'qca', '3tr')",3,button,late,"('2pi', '5co')",52o,{2: 'raise - PO-5'},,,"{0: 'normal', 1: 'normal', 2: 'normal'}","{0: 'normal', 1: 'normal', 2: 'agressive'}"
cash_game,4,"{0: 150, 1: 200, 2: 75, 3: 200}","{0: ('ttr', 'atr'), 1: ('4co', '3co'), 2: ('qco', '6pi'), 3: ('aco', '7pi')}","('8ca', 'tpi', '6co', '7tr', '2tr')",3,button,late,"('aco', '7pi')",a7o,{2: 'call - '},,,"{0: 'thight', 1: 'thight', 2: 'limper'}","{0: 'normal', 1: 'passive', 2: 'passive'}"
cash_game,3,"{0: 150, 1: 100, 2: 150}","{0: ('aco', '4pi'), 1: ('6tr', '3pi'), 2: ('kpi', '9pi')}","('jtr', '3ca', 'kca', '5co', 'qco')",2,button,late,"('kpi', '9pi')",k9s,{},,,"{0: 'thight', 1: 'normal'}","{0: 'passive', 1: 'normal'}"
cash_game,4,"{0: 50, 1: 75, 2: 100, 3: 50}","{0: ('4tr', '9tr'), 1: ('tpi', '4co'), 2: ('tca', 'qco'), 3: ('2co', '8pi')}","('aca', '3pi', '3ca', 'jca', '5ca')",0,SB,blind,"('4tr', '9tr')",94s,"{2: 'fold - ', 3: 'call - '}",,,"{1: 'thight', 2: 'thight', 3: 'limper'}","{1: 'passive', 2: 'passive', 3: 'agressive'}"
cash_game,4,"{0: 150, 1: 100, 2: 20, 3: 100}","{0: ('jco', '5tr'), 1: ('4co', 'ttr'), 2: ('2tr', '8pi'), 3: ('9ca', '7tr')}","('jtr', '3ca', '9co', '2co', '6co')",3,button,late,"('9ca', '7tr')",97o,{2: 'call - '},,,"{0: 'thight', 1: 'limper', 2: 'thight'}","{0: 'agressive', 1: 'agressive', 2: 'agressive'}"
cash_game,2,"{0: 20, 1: 100}","{0: ('3co', '8ca'), 1: ('8tr', '5pi')}","('jca', 'kpi', 'ktr', '2tr', 'atr')",1,BB,-,"('8tr', '5pi')",85o,{0: 'call - '},,,{0: 'limper'},{0: 'agressive'}
cash_game,2,"{0: 20, 1: 100}","{0: ('7tr', 'tpi'), 1: ('ktr', 'atr')}","('5ca', '5co', '3pi', '6tr', 'kca')",1,BB,-,"('ktr', 'atr')",aks,{0: 'call - '},,,{0: 'limper'},{0: 'normal'}
cash_game,3,"{0: 50, 1: 200, 2: 50}","{0: ('4tr', 'jpi'), 1: ('8ca', '4pi'), 2: ('7tr', '6pi')}","('8co', 'qtr', 'aca', '3co', 'kpi')",0,SB,early,"('4tr', 'jpi')",j4o,{2: 'call - '},,,"{1: 'limper', 2: 'normal'}","{1: 'passive', 2: 'normal'}"
cash_game,4,"{0: 150, 1: 100, 2: 400, 3: 50}","{0: ('qco', '2tr'), 1: ('9pi', '6tr'), 2: ('7co', '9tr'), 3: ('3ca', '3co')}","('3pi', 'jpi', '4pi', '5ca', 'kpi')",1,BB,early,"('9pi', '6tr')",96o,"{0: 'fold - ', 2: 'raise - BB-5', 3: 'call - '}",,,"{0: 'thight', 2: 'thight', 3: 'limper'}","{0: 'passive', 2: 'passive', 3: 'passive'}"
cash_game,2,"{0: 200, 1: 100}","{0: ('5tr', '3tr'), 1: ('8tr', 'kca')}","('jpi', 'qca', '3ca', 'atr', 'ktr')",0,SB,-,"('5tr', '3tr')",53s,{},,,{1: 'thight'},{1: 'normal'}
cash_game,4,"{0: 75, 1: 200, 2: 100, 3: 50}","{0: ('qpi', 'qco'), 1: ('qtr', 'jpi'), 2: ('2tr', '5tr'), 3: ('2co', '7ca')}","('4ca', 'api', '3tr', 'qca', '8tr')",3,button,late,"('2co', '7ca')",72o,{2: 'raise - BB-1'},,,"{0: 'normal', 1: 'thight', 2: 'limper'}","{0: 'agressive', 1: 'agressive', 2: 'normal'}"
cash_game,3,"{0: 200, 1: 200, 2: 100}","{0: ('7co', 'jco'), 1: ('6pi', '7pi'), 2: ('api', '8ca')}","('4co', '3co', '4pi', '6ca', 'atr')",2,button,late,"('api', '8ca')",a8o,{},,,"{0: 'thight', 1: 'normal'}","{0: 'agressive', 1: 'agressive'}"
cash_game,2,"{0: 75, 1: 75}","{0: ('jtr', '7tr'), 1: ('5pi', 'atr')}","('aco', '2co', '9co', '4ca', 'qpi')",1,BB,-,"('5pi', 'atr')",a5o,{0: 'call - '},,,{0: 'limper'},{0: 'normal'}
cash_game,3,"{0: 75, 1: 200, 2: 50}","{0: ('4tr', 'atr'), 1: ('4pi', '6co'), 2: ('aca', '2ca')}","('7pi', '6tr', '8pi', '9tr', '2co')",2,button,late,"('aca', '2ca')",a2s,{},,,"{0: 'normal', 1: 'loose'}","{0: 'agressive', 1: 'normal'}"
cash_game,2,"{0: 150, 1: 50}","{0: ('jtr', '4ca'), 1: ('ttr', '4tr')}","('7co', '6ca', '8pi', '3ca', '5pi')",0,SB,-,"('jtr', '4ca')",j4o,{},,,{1: 'thight'},{1: 'agressive'}
cash_game,2,"{0: 150, 1: 75}","{0: ('tpi', 'kpi'), 1: ('6tr', '2pi')}","('qca', '7tr', '8pi', '3ca', '7pi')",0,SB,-,"('tpi', 'kpi')",kts,{},,,{1: 'thight'},{1: 'passive'}
cash_game,3,"{0: 400, 1: 400, 2: 100}","{0: ('8ca', '8pi'), 1: ('6tr', '9pi'), 2: ('kca', '4ca')}","('qtr', 'ktr', '3co', '5pi', '4tr')",2,button,late,"('kca', '4ca')",k4s,{},,,"{0: 'thight', 1: 'thight'}","{0: 'normal', 1: 'agressive'}"
cash_game,4,"{0: 50, 1: 75, 2: 100, 3: 20}","{0: ('kco', 'ktr'), 1: ('tpi', 'kca'), 2: ('4tr', 'tca'), 3: ('8co', 'api')}","('kpi', '9ca', '4ca', '7co', 'qca')",3,button,late,"('8co', 'api')",a8o,{2: 'call - '},,,"{0: 'thight', 1: 'thight', 2: 'limper'}","{0: 'passive', 1: 'agressive', 2: 'normal'}"
cash_game,3,"{0: 75, 1: 150, 2: 200}","{0: ('ttr', 'qpi'), 1: ('2pi', 'kca'), 2: ('aca', '5co')}","('tpi', '2tr', '4tr', '3pi', '3co')",0,SB,early,"('ttr', 'qpi')",qto,{2: 'raise - PO-5'},,,"{1: 'loose', 2: 'loose'}","{1: 'normal', 2: 'agressive'}"
cash_game,4,"{0: 100, 1: 150, 2: 50, 3: 75}","{0: ('3co', 'api'), 1: ('7tr', '5co'), 2: ('kpi', 'kca'), 3: ('6tr', '6ca')}","('tca', '6co', '8ca', 'jco', '5pi')",2,mp,middle,"('kpi', 'kca')",kk,{},,,"{0: 'loose', 1: 'limper', 3: 'normal'}","{0: 'passive', 1: 'agressive', 3: 'passive'}"
cash_game,4,"{0: 50, 1: 75, 2: 75, 3: 200}","{0: ('7ca', '2ca'), 1: ('ttr', '2pi'), 2: ('4pi', '8co'), 3: ('8pi', '5co')}","('qpi', '4ca', '8ca', 'jca', 'atr')",1,BB,early,"('ttr', '2pi')",t2o,"{0: 'call - ', 2: 'fold - ', 3: 'raise - all_in'}",,,"{0: 'normal', 2: 'limper', 3: 'thight'}","{0: 'normal', 2: 'passive', 3: 'agressive'}"
cash_game,2,"{0: 150, 1: 150}","{0: ('7co', 'ktr'), 1: ('jca', '3tr')}","('kco', 'qpi', '2tr', '3pi', '8pi')",1,BB,-,"('jca', '3tr')",j3o,{0: 'call - '},,,{0: 'loose'},{0: 'agressive'}
cash_game,3,"{0: 200, 1: 50, 2: 75}","{0: ('tca', '8ca'), 1: ('3pi', 'ttr'), 2: ('9pi', '7co')}","('2ca', 'aco', 'kpi', '5pi', '6co')",0,SB,early,"('tca', '8ca')",t8s,{2: 'raise - BB-10'},,,"{1: 'normal', 2: 'thight'}","{1: 'agressive', 2: 'normal'}"
cash_game,2,"{0: 100, 1: 100}","{0: ('2pi', '4tr'), 1: ('8ca', 'jca')}","('9tr', '5ca', '6co', 'tca', 'kco')",0,SB,-,"('2pi', '4tr')",42o,{},,,{1: 'loose'},{1: 'normal'}
cash_game,4,"{0: 75, 1: 100, 2: 75, 3: 150}","{0: ('6pi', 'tca'), 1: ('5co', 'aca'), 2: ('2tr', '6co'), 3: ('6tr', '6ca')}","('ttr', '3ca', '2pi', '8pi', '2co')",1,BB,early,"('5co', 'aca')",a5o,"{0: 'raise - PO-3', 2: 'call - ', 3: 'raise - BB-5'}",,,"{0: 'normal', 2: 'loose', 3: 'limper'}","{0: 'normal', 2: 'agressive', 3: 'passive'}"
cash_game,3,"{0: 100, 1: 100, 2: 150}","{0: ('kpi', 'tpi'), 1: ('5ca', '5co'), 2: ('ktr', '7ca')}","('jtr', '5tr', '4tr', '8pi', '8ca')",2,button,late,"('ktr', '7ca')",k7o,{},,,"{0: 'thight', 1: 'loose'}","{0: 'normal', 1: 'normal'}"
cash_game,2,"{0: 20, 1: 400}","{0: ('aca', 'aco'), 1: ('ktr', '2tr')}","('9ca', '8ca', '6pi', '2pi', '6ca')",1,BB,-,"('ktr', '2tr')",k2s,{0: 'raise - BB-4'},,,{0: 'thight'},{0: 'normal'}
cash_game,2,"{0: 100, 1: 200}","{0: ('8ca', '8pi'), 1: ('5co', '7tr')}","('6co', '9ca', '3pi', '8tr', '6tr')",0,SB,-,"('8ca', '8pi')",88,{},,,{1: 'limper'},{1: 'agressive'}
cash_game,3,"{0: 150, 1: 20, 2: 150}","{0: ('tco', '2tr'), 1: ('7pi', '4tr'), 2: ('4pi', 'jco')}","('3pi', '9ca', 'jpi', 'ttr', '3co')",1,BB,middle,"('7pi', '4tr')",74o,"{0: 'raise - BB-1', 2: 'call - '}",,,"{0: 'normal', 2: 'normal'}","{0: 'normal', 2: 'agressive'}"
cash_game,2,"{0: 50, 1: 200}","{0: ('api', '3ca'), 1: ('7ca', '6ca')}","('6tr', '5ca', '5pi', 'jca', '7pi')",1,BB,-,"('7ca', '6ca')",76s,{0: 'raise - PO-1'},,,{0: 'loose'},{0: 'agressive'}
cash_game,4,"{0: 150, 1: 75, 2: 150, 3: 150}","{0: ('atr', '3ca'), 1: ('5tr', '7tr'), 2: ('7ca', '5pi'), 3: ('6tr', '4ca')}","('4tr', '9pi', 'tca', '8tr', '6pi')",1,BB,early,"('5tr', '7tr')",75s,"{0: 'call - ', 2: 'call - ', 3: 'call - '}",,,"{0: 'limper', 2: 'limper', 3: 'thight'}","{0: 'agressive', 2: 'agressive', 3: 'passive'}"
cash_game,4,"{0: 100, 1: 20, 2: 75, 3: 150}","{0: ('kca', '7co'), 1: ('atr', 'aco'), 2: ('7tr', '6ca'), 3: ('9tr', 'jca')}","('3pi', 'api', 'jtr', 'tco', 'tpi')",1,BB,early,"('atr', 'aco')",aa,"{0: 'raise - BB-4', 2: 'raise - BB-5', 3: 'call - '}",,,"{0: 'limper', 2: 'normal', 3: 'limper'}","{0: 'passive', 2: 'normal', 3: 'normal'}"
cash_game,2,"{0: 50, 1: 75}","{0: ('6tr', '5ca'), 1: ('jca', 'tpi')}","('8co', '8pi', '7ca', 'kco', '6ca')",1,BB,-,"('jca', 'tpi')",jto,{0: 'raise - PO-0.5'},,,{0: 'thight'},{0: 'normal'}
cash_game,3,"{0: 20, 1: 150, 2: 400}","{0: ('4tr', '2tr'), 1: ('jpi', 'qca'), 2: ('7tr', '5ca')}","('9ca', 'jco', 'kpi', '8co', '7ca')",1,BB,middle,"('jpi', 'qca')",qjo,"{0: 'raise - PO-1', 2: 'fold - '}",,,"{0: 'normal', 2: 'thight'}","{0: 'passive', 2: 'passive'}"
cash_game,2,"{0: 100, 1: 50}","{0: ('3pi', '5pi'), 1: ('6co', '2pi')}","('3tr', '6pi', '7ca', '3co', 'jpi')",0,SB,-,"('3pi', '5pi')",53s,{},,,{1: 'limper'},{1: 'normal'}
cash_game,2,"{0: 75, 1: 50}","{0: ('2ca', '7co'), 1: ('4ca', '6ca')}","('ktr', '3ca', 'api', '7pi', '3pi')",0,SB,-,"('2ca', '7co')",72o,{},,,{1: 'limper'},{1: 'normal'}
cash_game,3,"{0: 100, 1: 50, 2: 150}","{0: ('6co', '7pi'), 1: ('3tr', '9ca'), 2: ('6pi', '5tr')}","('8tr', '5ca', 'jco', '4ca', 'qco')",0,SB,early,"('6co', '7pi')",76o,{2: 'raise - BB-1'},,,"{1: 'loose', 2: 'limper'}","{1: 'passive', 2: 'passive'}"
cash_game,2,"{0: 100, 1: 100}","{0: ('2co', '9pi'), 1: ('9co', 'kpi')}","('aca', '2tr', 'aco', '5pi', '7tr')",1,BB,-,"('9co', 'kpi')",k9o,{0: 'call - '},,,{0: 'limper'},{0: 'agressive'}
cash_game,4,"{0: 150, 1: 100, 2: 100, 3: 150}","{0: ('tco', 'atr'), 1: ('qpi', '6ca'), 2: ('tpi', 'aca'), 3: ('5pi', '7tr')}","('2tr', '7co', '3tr', '4co', '4ca')",3,button,late,"('5pi', '7tr')",75o,{2: 'raise - BB-2'},,,"{0: 'thight', 1: 'normal', 2: 'normal'}","{0: 'normal', 1: 'passive', 2: 'normal'}"
cash_game,2,"{0: 150, 1: 75}","{0: ('2co', 'tca'), 1: ('tco', '5ca')}","('2ca', 'tpi', '9tr', '7co', '9co')",1,BB,-,"('tco', '5ca')",t5o,{0: 'call - '},,,{0: 'loose'},{0: 'passive'}
cash_game,4,"{0: 100, 1: 50, 2: 200, 3: 50}","{0: ('aco', 'kca'), 1: ('8pi', 'tpi'), 2: ('jpi', '2co'), 3: ('4co', 'qco')}","('9tr', 'tca', 'kco', '9pi', '8co')",0,SB,blind,"('aco', 'kca')",ako,"{2: 'fold - ', 3: 'raise - PO-0.3'}",,,"{1: 'loose', 2: 'limper', 3: 'loose'}","{1: 'normal', 2: 'agressive', 3: 'passive'}"
cash_game,3,"{0: 150, 1: 50, 2: 20}","{0: ('7pi', 'tca'), 1: ('9pi', '3co'), 2: ('4co', '3pi')}","('9tr', '2pi', '8ca', 'ktr', '5ca')",0,SB,early,"('7pi', 'tca')",t7o,{2: 'call - '},,,"{1: 'limper', 2: 'loose'}","{1: 'normal', 2: 'passive'}"
cash_game,4,"{0: 400, 1: 75, 2: 75, 3: 150}","{0: ('6tr', 'qco'), 1: ('5co', 'tca'), 2: ('3co', '9ca'), 3: ('4pi', 'kca')}","('7pi', 'api', 'jco', '8pi', '4ca')",2,mp,middle,"('3co', '9ca')",93o,{},,,"{0: 'normal', 1: 'thight', 3: 'limper'}","{0: 'agressive', 1: 'agressive', 3: 'passive'}"
cash_game,2,"{0: 200, 1: 150}","{0: ('2tr', 'atr'), 1: ('9pi', '5ca')}","('2co', '9tr', 'qpi', '7ca', 'tca')",0,SB,-,"('2tr', 'atr')",a2s,{},,,{1: 'thight'},{1: 'agressive'}
cash_game,2,"{0: 20, 1: 200}","{0: ('6pi', 'tco'), 1: ('tca', '6co')}","('qpi', '4co', 'qca', '8co', '4pi')",0,SB,-,"('6pi', 'tco')",t6o,{},,,{1: 'limper'},{1: 'normal'}
